file,merchant,date,receipt_number,item_count,subtotal,discount,tax,total,payment_method,confidence,warning_count,warnings
X51005719888.jpg,POTTERS GARDEN SDN BHD,04/01/2018,,5,39.8,,37.54,,CASH,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005719889.jpg,HENG KEE DELIGHTS BAK KUT TEH.,04/01/2018,aotionBy,0,42.0,0.0,17.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005719889.jpg,HENG KEE DELIGHTS BAK KUT TEH.,04/01/2018,aotionBy,0,42.0,0.0,17.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005719893.jpg,Mr.Dakgalbi Solaris,2018-01-05,No,3,,,71.0,71.0,CASH,1.0,0,
X51005719893.jpg,Mr.Dakgalbi Solaris,2018-01-05,No,3,,,71.0,71.0,CASH,1.0,0,
X51005719895.jpg,GREEN LANE PHARMACY SDN BHD,1/8/2018,,0,,,0.51,34.8,,1.0,1,No purchasable items could be confidently extracted.
X51005719895.jpg,GREEN LANE PHARMACY SDN BHD,1/8/2018,,0,,,0.51,34.8,,1.0,1,No purchasable items could be confidently extracted.
X51005719896.jpg,THE STORE MALAYSIA SDN BHD 8199K,14-01-2018,,0,,,35.8,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005719896.jpg,THE STORE MALAYSIA SDN BHD 8199K,14-01-2018,,0,,,35.8,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005719898.jpg,MR. D.I.Y.KUCHAI SDN BHD,19-03-18,,3,,,11.9,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005719898.jpg,MR. D.I.Y.KUCHAI SDN BHD,19-03-18,,3,,,11.9,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005719899.jpg,NYONYA COLORS 1 UTAMA,,,10,53.6,,3.03,,CASH,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005719899.jpg,NYONYA COLORS 1 UTAMA,,,10,53.6,,3.03,,CASH,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005719902.jpg,NO.41 JALAN SERI BINTANG 2,11/03/18,,0,,,1.42,1.42,,1.0,1,No purchasable items could be confidently extracted.
X51005719902.jpg,NO.41 JALAN SERI BINTANG 2,11/03/18,,0,,,1.42,1.42,,1.0,1,No purchasable items could be confidently extracted.
X51005719903.jpg,Gerbang Alaf Restaurants Sdn Bhd,11/03/2018,,0,,,8.5,4.0,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005719903.jpg,Gerbang Alaf Restaurants Sdn Bhd,11/03/2018,,0,,,8.5,4.0,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005719904.jpg,Yam Fresh,2018-03-1813,,8,,,1.66,29.3,CASH,1.0,0,
X51005719904.jpg,Yam Fresh,2018-03-1813,,8,,,1.66,29.3,CASH,1.0,0,
X51005719905.jpg,SAINT HEART PASTRY,25/03/2018,,0,,0.0,7.74,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005719905.jpg,SAINT HEART PASTRY,25/03/2018,,0,,0.0,7.74,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005719906.jpg,Zen and coffee 28S/B,25 Mar 2018,No,5,,,,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005719906.jpg,Zen and coffee 28S/B,25 Mar 2018,No,5,,,,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005719912.jpg,Guardian Health And Beauty Sdn Bhd,04/03/18,s,0,12.0,11.6,5.9,,CASH,0.9937211465835571,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005719912.jpg,Guardian Health And Beauty Sdn Bhd,04/03/18,s,0,12.0,11.6,5.9,,CASH,0.9937211465835571,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005719914.jpg,MR. D.I.Y.KUCHAI SDN BHD,3-21-12,,1,,,53.3,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005719914.jpg,MR. D.I.Y.KUCHAI SDN BHD,3-21-12,,1,,,53.3,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005719917.jpg,TAX INVOICE,26/03/18,,3,,33.0,,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005719917.jpg,TAX INVOICE,26/03/18,,3,,33.0,,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005722668.jpg,MY HAPPY PHARMACYPLT,01/02/2018,,0,,,19.34,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005722668.jpg,MY HAPPY PHARMACYPLT,01/02/2018,,0,,,19.34,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005722699.jpg,POPULAR BOOK,11/02/18,79369,2,,0.0,11.8,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005722699.jpg,POPULAR BOOK,11/02/18,79369,2,,0.0,11.8,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005724552.jpg,KEDAI PAPAN YEW CHUAN,21/03/2018,PORT,0,,0.0,65.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005724552.jpg,KEDAI PAPAN YEW CHUAN,21/03/2018,PORT,0,,0.0,65.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005724554.jpg,KEDAI PAPAN YEW CHUAN,28/02/2018,PORT,0,,0.0,24.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005724554.jpg,KEDAI PAPAN YEW CHUAN,28/02/2018,PORT,0,,0.0,24.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005724611.jpg,KEDAI PAPAN YEW CHUAN,21/03/2018,PORT,1,,0.0,213.06,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005724611.jpg,KEDAI PAPAN YEW CHUAN,21/03/2018,PORT,1,,0.0,213.06,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005724621.jpg,KEDAI PAPAN YEW CHUAN,06/03/2018,PORT,0,,0.0,120.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005724621.jpg,KEDAI PAPAN YEW CHUAN,06/03/2018,PORT,0,,0.0,120.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005724622.jpg,Comb,07/03/2018,PORT,0,,0.0,65.0,,CASH,0.9999657637559916,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005724622.jpg,Comb,07/03/2018,PORT,0,,0.0,65.0,,CASH,0.9999657637559916,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005724623.jpg,KEDA,,PORT,0,,0.0,174.9,,CASH,0.9893962905225875,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005724623.jpg,KEDA,,PORT,0,,0.0,174.9,,CASH,0.9893962905225875,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005724624.jpg,KEDAI PAPAN YEW CHUAN,16/03/2018,PORT,0,,0.0,128.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005724624.jpg,KEDAI PAPAN YEW CHUAN,16/03/2018,PORT,0,,0.0,128.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005724625.jpg,KEDAI PAPAN YEW CHUAN,12/03/2018,PORT,0,,0.0,60.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005724625.jpg,KEDAI PAPAN YEW CHUAN,12/03/2018,PORT,0,,0.0,60.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005724626.jpg,KEDAI PAPAN YEW CHUAN,02/04/2018,PORT,0,,0.0,255.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005724626.jpg,KEDAI PAPAN YEW CHUAN,02/04/2018,PORT,0,,0.0,255.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005724627.jpg,KEDAI PAPAN YEW CHUAN,31/03/2018,PORT,0,,0.0,17.49,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005724627.jpg,KEDAI PAPAN YEW CHUAN,31/03/2018,PORT,0,,0.0,17.49,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005724628.jpg,KEDAI PAPAN YEW CHUAN,10/03/2018,PORT,0,,0.0,80.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005724628.jpg,KEDAI PAPAN YEW CHUAN,10/03/2018,PORT,0,,0.0,80.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005724629.jpg,Cele,17/03/2018,PORT,0,,0.0,165.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005724629.jpg,Cele,17/03/2018,PORT,0,,0.0,165.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005741929.jpg,MyMydin Subang Bestari 2300,15/01/2018,No,0,,,0.31,0.0,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005741929.jpg,MyMydin Subang Bestari 2300,15/01/2018,No,0,,,0.31,0.0,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005741944.jpg,INVOICE,18-01-2018,,1,,,2.37,,CARD,1.0,1,Receipt total could not be confidently identified.
X51005741944.jpg,INVOICE,18-01-2018,,1,,,2.37,,CARD,1.0,1,Receipt total could not be confidently identified.
X51005742068.jpg,BHPetrol Palekbang,24-03-2018,action,1,,,,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005742068.jpg,BHPetrol Palekbang,24-03-2018,action,1,,,,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005742110.jpg,YONG CEN ENTERPRISE,06/01/2018,CS00668595,1,,,0.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005742110.jpg,YONG CEN ENTERPRISE,06/01/2018,CS00668595,1,,,0.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005745183.jpg,BILLION SIX ENTERPRISE,22/02/2018,,2,,6.0,6.0,,CARD,1.0,1,Receipt total could not be confidently identified.
X51005745183.jpg,BILLION SIX ENTERPRISE,22/02/2018,,2,,6.0,6.0,,CARD,1.0,1,Receipt total could not be confidently identified.
X51005745187.jpg,SLF CASH & CARRY,03/02/2018,,0,,,100.0,,CASH,0.9823198367300487,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005745187.jpg,SLF CASH & CARRY,03/02/2018,,0,,,100.0,,CASH,0.9823198367300487,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005745188.jpg,SLF CASH & CARRY,02/02/2018,CS00241867,0,,,0.0,48.0,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005745188.jpg,SLF CASH & CARRY,02/02/2018,CS00241867,0,,,0.0,48.0,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005745190.jpg,SUPER SEVEN CASH & CARRY SDN 3HD,12-02-2018,,12,,,367.1,,VISA,1.0,1,Receipt total could not be confidently identified.
X51005745190.jpg,SUPER SEVEN CASH & CARRY SDN 3HD,12-02-2018,,12,,,367.1,,VISA,1.0,1,Receipt total could not be confidently identified.
X51005745213.jpg,MUN HENG ELECTRICAL &,01/02/2018,,2,,,7.0,,,1.0,1,Receipt total could not be confidently identified.
X51005745213.jpg,MUN HENG ELECTRICAL &,01/02/2018,,2,,,7.0,,,1.0,1,Receipt total could not be confidently identified.
X51005745214.jpg,99 SPEED MART S/B 519537-X,07-02-18,,3,,,9.57,,CREDIT,1.0,1,Receipt total could not be confidently identified.
X51005745214.jpg,99 SPEED MART S/B 519537-X,07-02-18,,3,,,9.57,,CREDIT,1.0,1,Receipt total could not be confidently identified.
X51005745244.jpg,URBAN IDEA SDN BHD 417940-M,14/02/2018,action,1,,,0.67,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005745244.jpg,URBAN IDEA SDN BHD 417940-M,14/02/2018,action,1,,,0.67,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005745249.jpg,URBAN 1DEA SDN BHD 417940-M,27/02/2018,action,4,,,22.65,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005745249.jpg,URBAN 1DEA SDN BHD 417940-M,27/02/2018,action,4,,,22.65,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005745296.jpg,SUSHI MENTAI - PANDAN INDAH,09-04-2018,275705,2,,,26.6,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005745296.jpg,SUSHI MENTAI - PANDAN INDAH,09-04-2018,275705,2,,,26.6,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005745298.jpg,99 SPEED MART S/B S19537-X,31-03-18,,2,,,,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005745298.jpg,99 SPEED MART S/B S19537-X,31-03-18,,2,,,,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005746140.jpg,YONG CEN ENTERPRISE,02/03/2018,CS00677115,1,,,3.36,63.35,CASH,1.0,0,
X51005746140.jpg,YONG CEN ENTERPRISE,02/03/2018,CS00677115,1,,,3.36,63.35,CASH,1.0,0,
X51005746203.jpg,SUPER SEVEN CASH & CARRY SDN BHD,01-03-2018,,14,,,408.45,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005746203.jpg,SUPER SEVEN CASH & CARRY SDN BHD,01-03-2018,,14,,,408.45,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005746204.jpg,BEMED SP SDN. BHD.,,,0,0.0,,308.7,308.7,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005746204.jpg,BEMED SP SDN. BHD.,,,0,0.0,,308.7,308.7,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005746206.jpg,PANA JAYA ENTERPAISE,21-03-2018,,0,,,99.06,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005746206.jpg,PANA JAYA ENTERPAISE,21-03-2018,,0,,,99.06,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005746207.jpg,SUPER SEVEN CASH & CARRY SDN BHD,21-03-2018,,11,,,0.01,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005746207.jpg,SUPER SEVEN CASH & CARRY SDN BHD,21-03-2018,,11,,,0.01,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005746210.jpg,Segi Cash & Carry Sdn. Bhd.317041-W,12 Mar 2018,,5,0.01,,0.01,,CASH,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005746210.jpg,Segi Cash & Carry Sdn. Bhd.317041-W,12 Mar 2018,,5,0.01,,0.01,,CASH,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005749895.jpg,MR. D.I.. M SDN BHD,02-03-1817,,6,,,72.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005749895.jpg,MR. D.I.. M SDN BHD,02-03-1817,,6,,,72.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005749904.jpg,SWC ENTERPRISE SDN BHD,06/03/2018,,0,,,,,CASH,0.9939471056112428,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005749904.jpg,SWC ENTERPRISE SDN BHD,06/03/2018,,0,,,,,CASH,0.9939471056112428,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005749905.jpg,ENW Hardware Centre M Sdn. Bhd.,10/03/2018,,4,,,0.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005749905.jpg,ENW Hardware Centre M Sdn. Bhd.,10/03/2018,,4,,,0.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005749912.jpg,MR. D.I.Y. M SDN BHD,04-2/60,,1,,,38.8,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005749912.jpg,MR. D.I.Y. M SDN BHD,04-2/60,,1,,,38.8,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757199.jpg,POPULAR BOOK,01/03/18,21396,2,,,10.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757199.jpg,POPULAR BOOK,01/03/18,21396,2,,,10.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757201.jpg,AEON CO. M BHD.126926-H,28/02/2018,,13,,,88.97,83.93,CASH,1.0,0,
X51005757201.jpg,AEON CO. M BHD.126926-H,28/02/2018,,13,,,88.97,83.93,CASH,1.0,0,
X51005757233.jpg,Guardian IHealth And Beauty Sdn Bhd,09/03/18,s,0,9.95,,9.95,,,0.9872905158352208,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005757233.jpg,Guardian IHealth And Beauty Sdn Bhd,09/03/18,s,0,9.95,,9.95,,,0.9872905158352208,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005757235.jpg,AEON CO. M BHD 126926-H,09/03/2018,,1,,,31.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757235.jpg,AEON CO. M BHD 126926-H,09/03/2018,,1,,,31.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757243.jpg,POPULAR BOOK,11/03/18,250504,1,,,50.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757243.jpg,POPULAR BOOK,11/03/18,250504,1,,,50.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757248.jpg,AEON CO. M BHD 126926-H,12/03/2018,,3,,,0.02,42.47,CASH,1.0,0,
X51005757248.jpg,AEON CO. M BHD 126926-H,12/03/2018,,3,,,0.02,42.47,CASH,1.0,0,
X51005757273.jpg,MR. D.I.Y. KUCHAI SDN BHD,12-03-18,,2,,,45.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757273.jpg,MR. D.I.Y. KUCHAI SDN BHD,12-03-18,,2,,,45.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757282.jpg,Heo,12/09/2017,,4,0.5,,6.0,,CASH,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005757282.jpg,Heo,12/09/2017,,4,0.5,,6.0,,CASH,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005757286.jpg,TSH POWER HARDWARE,10/10/2017,,2,8.0,,7.55,,CASH,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005757286.jpg,TSH POWER HARDWARE,10/10/2017,,2,8.0,,7.55,,CASH,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005757290.jpg,MR. D.I.Y. M SDN BHD,17-03-18,,4,,,50.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757290.jpg,MR. D.I.Y. M SDN BHD,17-03-18,,4,,,50.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757292.jpg,MR. D.1.Y. M SDN BHD,18-03-18,,1,,,6.6,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757292.jpg,MR. D.1.Y. M SDN BHD,18-03-18,,1,,,6.6,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757294.jpg,MR. D.1.Y. M SDN BHD,52-62-25,,2,,,20.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757294.jpg,MR. D.1.Y. M SDN BHD,52-62-25,,2,,,20.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757304.jpg,000002 BAIFU M Sdn Bhd,20/03/2018,,2,,,6.0,35.4,CASH,1.0,0,
X51005757304.jpg,000002 BAIFU M Sdn Bhd,20/03/2018,,2,,,6.0,35.4,CASH,1.0,0,
X51005757308.jpg,MR. D.I.Y. M SDN BHD,21-03-18,,6,,,21.5,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757308.jpg,MR. D.I.Y. M SDN BHD,21-03-18,,6,,,21.5,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757323.jpg,MR. D.I.Y. M SDN BHD,26-03-18,,3,,,28.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757323.jpg,MR. D.I.Y. M SDN BHD,26-03-18,,3,,,28.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757324.jpg,MR. D.I.Y. M SDN BHD,25-03-18,,2,,,50.8,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757324.jpg,MR. D.I.Y. M SDN BHD,25-03-18,,2,,,50.8,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757342.jpg,MR. D.I.Y. M SDN BHD,23-03-18,,4,,,100.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757342.jpg,MR. D.I.Y. M SDN BHD,23-03-18,,4,,,100.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757346.jpg,MR. D.I.Y. M SDN BHD,23-03-18,,3,,,50.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757346.jpg,MR. D.I.Y. M SDN BHD,23-03-18,,3,,,50.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757349.jpg,GOLDEN KEY MAKER,,,2,,,,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757349.jpg,GOLDEN KEY MAKER,,,2,,,,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757351.jpg,MR. D.I.Y. M SDN BHD,33-53-12,,2,,,14.9,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757351.jpg,MR. D.I.Y. M SDN BHD,33-53-12,,2,,,14.9,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757353.jpg,MR. D.I.Y. M SDN BHD,24-03-18,,4,,,50.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005757353.jpg,MR. D.I.Y. M SDN BHD,24-03-18,,4,,,50.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005763940.jpg,Harvey Norman,1300-88-5200,ac,1,,,60.0,,CARD,1.0,1,Receipt total could not be confidently identified.
X51005763940.jpg,Harvey Norman,1300-88-5200,ac,1,,,60.0,,CARD,1.0,1,Receipt total could not be confidently identified.
X51005763958.jpg,SUPER SEVEN CASH & CARRY DN BHD,27-01-2018,,3,,,0.0,,VISA,1.0,1,Receipt total could not be confidently identified.
X51005763958.jpg,SUPER SEVEN CASH & CARRY DN BHD,27-01-2018,,3,,,0.0,,VISA,1.0,1,Receipt total could not be confidently identified.
X51005763964.jpg,buton,06/01/2018,CS00668594,0,,,3.72,65.7,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005763964.jpg,buton,06/01/2018,CS00668594,0,,,3.72,65.7,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005763999.jpg,Segi Cash & Carry Sdn. Bhd.317041-W,06 Jan 2018,,11,0.01,1.6,0.01,,VISA,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005763999.jpg,Segi Cash & Carry Sdn. Bhd.317041-W,06 Jan 2018,,11,0.01,1.6,0.01,,VISA,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005764031.jpg,SUPER SEVEN CASH & CARRY SDN BHD,01-02-2018,,7,,,42.1,,VISA,1.0,1,Receipt total could not be confidently identified.
X51005764031.jpg,SUPER SEVEN CASH & CARRY SDN BHD,01-02-2018,,7,,,42.1,,VISA,1.0,1,Receipt total could not be confidently identified.
X51005764154.jpg,Disposue,,,1,,,11.63,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005764154.jpg,Disposue,,,1,,,11.63,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005764161.jpg,99 SPEED MART S/B 519537-X,28-01-18,,2,,,93.28,,CREDIT,1.0,1,Receipt total could not be confidently identified.
X51005764161.jpg,99 SPEED MART S/B 519537-X,28-01-18,,2,,,93.28,,CREDIT,1.0,1,Receipt total could not be confidently identified.
X51005806678.jpg,KAISON FURNISHING SDN BHD,29-01-18,1603029175,6,,,,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005806678.jpg,KAISON FURNISHING SDN BHD,29-01-18,1603029175,6,,,,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005806679.jpg,LEE WAH FLORIST SDN BHD,02/02/2018,,0,,21.18,12.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005806679.jpg,LEE WAH FLORIST SDN BHD,02/02/2018,,0,,21.18,12.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005806685.jpg,ADVANCO COMPANY,17/01/2018,,0,,,8.08,29.0,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005806685.jpg,ADVANCO COMPANY,17/01/2018,,0,,,8.08,29.0,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005806692.jpg,Tax Invoice,18/02/2018,,11,346.51,,346.51,,CREDIT,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005806692.jpg,Tax Invoice,18/02/2018,,11,346.51,,346.51,,CREDIT,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005806695.jpg,JUWITA WEDDINGS 366310-U,,Date,1,4.1,,6.0,4.1,CREDIT,1.0,0,
X51005806695.jpg,JUWITA WEDDINGS 366310-U,,Date,1,4.1,,6.0,4.1,CREDIT,1.0,0,
X51005806696.jpg,IMAGE PRINTEC M SDN BHD,23/02/2018,,3,0.43,,0.02,,CASH,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005806696.jpg,IMAGE PRINTEC M SDN BHD,23/02/2018,,3,0.43,,0.02,,CASH,1.0,2,Receipt total could not be confidently identified. | Extracted item totals do not reconcile with the detected subtotal.
X51005806698.jpg,ADVANCO COMPANY,28/02/2018,,0,,11.6,20.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005806698.jpg,ADVANCO COMPANY,28/02/2018,,0,,11.6,20.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005806702.jpg,Cash Sale,06/02/2018,,1,,,0.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005806702.jpg,Cash Sale,06/02/2018,,1,,,0.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005806703.jpg,Cash Sale,06/02/2018,,2,,,0.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005806703.jpg,Cash Sale,06/02/2018,,2,,,0.0,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005806716.jpg,ADVANCO COMPANY,,,0,,,7.0,7.0,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005806716.jpg,ADVANCO COMPANY,,,0,,,7.0,7.0,CASH,1.0,1,No purchasable items could be confidently extracted.
X51005806718.jpg,HUGO TRADING SDN BHD,13/01/2018,,1,,,11.44,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005806718.jpg,HUGO TRADING SDN BHD,13/01/2018,,1,,,11.44,,CASH,1.0,1,Receipt total could not be confidently identified.
X51005806719.jpg,POSTED,13/01/201,,0,,0.0,0.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
X51005806719.jpg,POSTED,13/01/201,,0,,0.0,0.0,,CASH,1.0,2,Receipt total could not be confidently identified. | No purchasable items could be confidently extracted.
